"Writer Name","Novel Name","Genre","Final Word Count","Average Per Day","Winner","index","url"
"EvalinaPhoenix","Novel: Moral Fable","Genre: Fantasy","53275","1,775","Winner!","1650","http://nanowrimo.org/participants/evalinaphoenix/novels/moral-fable/stats"
"EvalinaPhoenix","Novel: Another Brilliant Complication","Genre: Urban Fantasy","55899","1,863","Winner!","1651","http://nanowrimo.org/participants/evalinaphoenix/novels/another-brilliant-complication/stats"
"EvalinaPhoenix","Novel: Memorable Meals","Genre: Autobiography/Cookbook","50008","1,666","Winner!","1652","http://nanowrimo.org/participants/evalinaphoenix/novels/memorable-meals/stats"
"EvalinaPhoenix","Novel: Untitled 2012","Genre:","51472","1,715","Winner!","1653","http://nanowrimo.org/participants/evalinaphoenix/novels/untitled-2012-569196/stats"
"EvalinaPhoenix","Novel: Untitled Novel 2011","Genre:","59083","1,969","Winner!","1654","http://nanowrimo.org/participants/evalinaphoenix/novels/untitled-novel-2011-569197/stats"
"EvalinaPhoenix","Novel: Untitled","Genre:","27043","901","","1655","http://nanowrimo.org/participants/evalinaphoenix/novels/novel-569198/stats"
"EvalinaPhoenix","Novel: Untitled Novel 2012","Genre:","51223","1,707","","1656","http://nanowrimo.org/participants/evalinaphoenix/novels/untitled-novel-2012-569199/stats"
"EvalinaPhoenix","Novel: Untitled Novel '08","Genre: Chick Lit","54073","1,802","Winner!","1657","http://nanowrimo.org/participants/evalinaphoenix/novels/untitled-novel-08/stats"
"EvalinaPhoenix","Novel: Brownies for Breakfast","Genre: Fanfiction","243893","8,129","Winner!","1658","http://nanowrimo.org/participants/evalinaphoenix/novels/brownies-for-breakfast/stats"
"embersshadow","Novel: Schofield's Secrets","Genre: Young Adult","20743","691","","1659","http://nanowrimo.org/participants/embersshadow/novels/schofield-s-secrets/stats"
"embersshadow","Novel: The Alien's Invitation","Genre: Science Fiction","31008","1,033","","1660","http://nanowrimo.org/participants/embersshadow/novels/the-alien-s-invitation/stats"
"embersshadow","Novel: School for Gifted Witches and Wizards","Genre: Fantasy","51876","1,729","Winner!","1661","http://nanowrimo.org/participants/embersshadow/novels/school-for-gifted-witches-and-wizards/stats"
"solayan","Novel: The Captain and the Concertmaster","Genre: Science-Fantasy","50105","1,670","Winner!","1662","http://nanowrimo.org/participants/solayan/novels/the-captain-and-the-concertmaster/stats"
"solayan","Novel: Hamlet P.I.","Genre: Fantasy","50077","1,669","Winner!","1663","http://nanowrimo.org/participants/solayan/novels/hamlet-p-i/stats"
"solayan","Novel: Parrot Mage","Genre: Fantasy","50184","1,672","Winner!","1664","http://nanowrimo.org/participants/solayan/novels/parrot-mage/stats"
"solayan","Novel: Rise and Fall","Genre: Fanfiction","50073","1,669","Winner!","1665","http://nanowrimo.org/participants/solayan/novels/rise-and-fall-205951/stats"
"solayan","Novel: Ours to Mold","Genre: Science Fiction","62517","2,083","Winner!","1666","http://nanowrimo.org/participants/solayan/novels/ours-to-mold/stats"
"solayan","Novel: The First Star and What Came After","Genre: Fantasy","50500","1,683","Winner!","1667","http://nanowrimo.org/participants/solayan/novels/the-first-star-and-what-came-after/stats"
"solayan","Novel: title neither given nor deserved","Genre: Fantasy","55000","1,833","Winner!","1668","http://nanowrimo.org/participants/solayan/novels/title-neither-given-nor-deserved/stats"
"wulfae","Novel: GAAAH let's do this thing TWO WEEKS LATE","Genre: Fanfiction","9411","313","","1669","http://nanowrimo.org/participants/wulfae/novels/gaaah-let-s-do-this-thing-two-weeks-late/stats"
"wulfae","Novel: Eventual Clever Title, part the 2.","Genre: fanfic","51074","1,702","Winner!","1670","http://nanowrimo.org/participants/wulfae/novels/eventual-clever-title-part-the-2/stats"
"wulfae","Novel: Eventual clever title.","Genre: Adventure","50095","1,669","Winner!","1671","http://nanowrimo.org/participants/wulfae/novels/eventual-clever-title/stats"
"WrittenLiving","Novel: E & E","Genre: Fantasy","3925","130","","1672","http://nanowrimo.org/participants/writtenliving/novels/e-e-897689/stats"
"WrittenLiving","Novel: Hypnotic","Genre: Horror/Supernatural","1114","37","","1673","http://nanowrimo.org/participants/writtenliving/novels/hypnotic-632548/stats"
"WrittenLiving","Novel: Evren and Earth","Genre: Fantasy","50191","1,673","Winner!","1674","http://nanowrimo.org/participants/writtenliving/novels/evren-and-earth/stats"
"WrittenLiving","Novel: To Hold the Moon","Genre: Fantasy","50316","1,677","Winner!","1675","http://nanowrimo.org/participants/writtenliving/novels/to-hold-the-moon/stats"
"WrittenLiving","Novel: What Doesn't Exist","Genre: Fantasy","52241","1,741","Winner!","1676","http://nanowrimo.org/participants/writtenliving/novels/what-doesn-t-exist/stats"
"WrittenLiving","Novel: What Doesn't Exist","Genre: Young Adult & Youth","10000","333","","1677","http://nanowrimo.org/participants/writtenliving/novels/what-doesn-t-exist-514554/stats"
"TrudyG","Novel: Accidental Romance","Genre: Science Fiction","14400","480","","1678","http://nanowrimo.org/participants/trudyg/novels/accidental-romance-814800/stats"
"TrudyG","Novel: Here Be Dragons","Genre: Fantasy","61232","2,041","Winner!","1679","http://nanowrimo.org/participants/trudyg/novels/here-be-dragons-576563/stats"
"TrudyG","Novel: The Trickster's Trade / The Pack","Genre: Fantasy","50026","1,667","Winner!","1680","http://nanowrimo.org/participants/trudyg/novels/the-trickster-s-trade-the-pack/stats"
"TrudyG","Novel: One Foot Out the Door","Genre: Mainstream Fiction","3350","111","","1681","http://nanowrimo.org/participants/trudyg/novels/one-foot-out-the-door/stats"
"TrudyG","Novel: Wild Hunt","Genre: Fantasy","32745","1,091","","1682","http://nanowrimo.org/participants/trudyg/novels/wild-hunt/stats"
"TrudyG","Novel: Lost and Found (v1)","Genre: Science Fiction","100053","3,335","Winner!","1683","http://nanowrimo.org/participants/trudyg/novels/lost-and-found-v1/stats"
"TrudyG","Novel: A Fox's Fight","Genre: Fantasy","87500","2,916","Winner!","1684","http://nanowrimo.org/participants/trudyg/novels/a-fox-s-fight/stats"
"TrudyG","Novel: Search and Rescue","Genre: Science Fiction","104343","3,478","Winner!","1685","http://nanowrimo.org/participants/trudyg/novels/search-and-rescue-451115/stats"
"Rinjii","Novel: failed ladyhawke poly triad fic + nb headcanon coffee pri...","Genre: Fanfiction","5578","185","","1686","http://nanowrimo.org/participants/rinjii/novels/failed-ladyhawke-poly-triad-fic-nb-headcanon-coffee-prince-fic-many-worlds-multiverse-grey-s-anatomy-s1-3-fic/stats"
"Rinjii","Novel: Untitled Ladyhawke Poly Triad Re-Write","Genre: Fanfiction","0","0","","1687","http://nanowrimo.org/participants/rinjii/novels/untitled-ladyhawke-poly-triad-re-write/stats"
"Rinjii","Novel: Untitled","Genre: Fanfiction","5190","173","","1688","http://nanowrimo.org/participants/rinjii/novels/untitled-499193/stats"
"Rinjii","Novel: The Zombie Tipping Series: Metal, Water, Fire and Ice","Genre: Horror & Supernatural","50210","1,673","Winner!","1689","http://nanowrimo.org/participants/rinjii/novels/the-zombie-tipping-series-metal-water-fire-and-ice/stats"
"Rinjii","Novel: Only Time","Genre: Science Fiction, Fanfiction","50042","1,668","Winner!","1690","http://nanowrimo.org/participants/rinjii/novels/only-time/stats"
"Rinjii","Novel: Maya is Dead","Genre: Science Fiction","50000","1,666","","1691","http://nanowrimo.org/participants/rinjii/novels/maya-is-dead/stats"
"Rinjii","Novel: Beauty & The Beast & Ghost & Sheep","Genre: Fantasy","72048","2,401","","1692","http://nanowrimo.org/participants/rinjii/novels/beauty-the-beast-ghost-sheep/stats"
"Rinjii","Novel: Shot Through the Knee at the Vampire Riots","Genre: Horror/Supernatural","52402","1,746","","1693","http://nanowrimo.org/participants/rinjii/novels/shot-through-the-knee-at-the-vampire-riots/stats"
"persekore","Novel: Before the Tower Fell","Genre: Fantasy","28273","942","","1694","http://nanowrimo.org/participants/persekore/novels/before-the-tower-fell/stats"
"persekore","Novel: The Hammer's Boon","Genre: Fantasy","50014","1,667","Winner!","1695","http://nanowrimo.org/participants/persekore/novels/the-hammer-s-boon/stats"
"persekore","Novel: The Mirror Hunters","Genre: Fantasy","51787","1,726","Winner!","1696","http://nanowrimo.org/participants/persekore/novels/the-mirror-hunters/stats"
"persekore","Novel: Glyphic","Genre: Fantasy","51720","1,724","Winner!","1697","http://nanowrimo.org/participants/persekore/novels/glyphic/stats"
"persekore","Novel: Sobriquet","Genre: Fantasy","50028","1,667","Winner!","1698","http://nanowrimo.org/participants/persekore/novels/sobriquet/stats"
"persekore","Novel: Within Wheels - the Kendrian Cycle","Genre: Fantasy","3500","116","","1699","http://nanowrimo.org/participants/persekore/novels/within-wheels-the-kendrian-cycle/stats"
"perfectimperfection","Novel: The Spirit Steward Cycle (world-building)","Genre: Fantasy","26154","871","","1700","http://nanowrimo.org/participants/perfectimperfection/novels/the-spirit-steward-cycle-world-building/stats"
"perfectimperfection","Novel: The Chandler's Den","Genre: Thriller/Suspense","73637","2,454","Winner!","1701","http://nanowrimo.org/participants/perfectimperfection/novels/the-chandler-s-den/stats"
"perfectimperfection","Novel: Once Divided","Genre: Science Fiction","65090","2,169","Winner!","1702","http://nanowrimo.org/participants/perfectimperfection/novels/once-divided-360416/stats"
"perfectimperfection","Novel: The Puppet Master","Genre: Mystery, Thriller & Suspense","50311","1,677","Winner!","1703","http://nanowrimo.org/participants/perfectimperfection/novels/the-puppet-master-230330/stats"
"mr_caterpillar","Novel: The Mad King Jonnecht","Genre: Fantasy","114102","3,803","Winner!","1704","http://nanowrimo.org/participants/mr_caterpillar/novels/the-mad-king-jonnecht/stats"
"mr_caterpillar","Novel: The Fall of Wancyrik","Genre: Fantasy","51401","1,713","Winner!","1705","http://nanowrimo.org/participants/mr_caterpillar/novels/the-fall-of-wancyrik/stats"
"mr_caterpillar","Novel: The Daughter of Storms","Genre: Fantasy","71469","2,382","Winner!","1706","http://nanowrimo.org/participants/mr_caterpillar/novels/the-daughter-of-storms/stats"
"mr_caterpillar","Novel: Invaders","Genre: Science Fiction","50010","1,667","Winner!","1707","http://nanowrimo.org/participants/mr_caterpillar/novels/invaders/stats"
"mr_caterpillar","Novel: The New Age (working title)","Genre: Fantasy","108171","3,605","Winner!","1708","http://nanowrimo.org/participants/mr_caterpillar/novels/the-new-age-working-title/stats"
"mr_caterpillar","Novel: Unnamed sequel to The Gift Knight's Quest","Genre: Fantasy","89000","2,966","Winner!","1709","http://nanowrimo.org/participants/mr_caterpillar/novels/unnamed-sequel-to-the-gift-knight-s-quest/stats"
"mr_caterpillar","Novel: Unnamed Prequel Manuscript","Genre: Fantasy","75000","2,500","Winner!","1710","http://nanowrimo.org/participants/mr_caterpillar/novels/unnamed-prequel-manuscript/stats"
"mr_caterpillar","Novel: The Gift Knight's Quest","Genre: Fantasy","50000","1,666","Winner!","1711","http://nanowrimo.org/participants/mr_caterpillar/novels/the-gift-knight-s-quest/stats"
"Lop","Novel: Awake","Genre: Fanfiction","0","0","","1712","http://nanowrimo.org/participants/lop/novels/awake-1013630/stats"
"Lop","Novel: Pangaea: Book One","Genre: Fantasy","17680","589","","1713","http://nanowrimo.org/participants/lop/novels/pangaea-book-one-1013631/stats"
"Lop","Novel: Pangaea: Book One","Genre: Fantasy","28000","933","","1714","http://nanowrimo.org/participants/lop/novels/pangaea-book-one-1013632/stats"
"Lop","Novel: Pangaea: Book One","Genre: Fantasy","18000","600","","1715","http://nanowrimo.org/participants/lop/novels/pangaea-book-one-1013633/stats"
"LadyofPangaea","Novel: Awake","Genre: Fanfiction","25000","833","","1716","http://nanowrimo.org/participants/ladyofpangaea/novels/awake-816012/stats"
"LadyofPangaea","Novel: Pangaea: Book One","Genre: Fantasy","17860","595","","1717","http://nanowrimo.org/participants/ladyofpangaea/novels/pangaea-book-one-581301/stats"
"LadyofPangaea","Novel: Pangaea: Book One","Genre: Fantasy","28000","933","","1718","http://nanowrimo.org/participants/ladyofpangaea/novels/pangaea-book-one/stats"
"LadyofPangaea","Novel: Pangaea","Genre: Fantasy","18000","600","","1719","http://nanowrimo.org/participants/ladyofpangaea/novels/pangaea-223970/stats"
"kaluvinar","Novel: 2015 Novel","Genre:","900","30","","1720","http://nanowrimo.org/participants/kaluvinar/novels/2015-novel-930251/stats"
"kaluvinar","Novel: WIP","Genre:","3470","115","","1721","http://nanowrimo.org/participants/kaluvinar/novels/wip-717444/stats"
"kaluvinar","Novel: The Resistance","Genre: Young Adult & Youth","12800","426","","1722","http://nanowrimo.org/participants/kaluvinar/novels/the-resistance-390775/stats"
"kaluvinar","Novel: All the Things I Think I Am","Genre:","50027","1,667","Winner!","1723","http://nanowrimo.org/participants/kaluvinar/novels/all-the-things-i-think-i-am/stats"
"kaluvinar","Novel: The Problem With Devotion/The Magic Butterfly","Genre:","25000","833","","1724","http://nanowrimo.org/participants/kaluvinar/novels/the-problem-with-devotion-the-magic-butterfly/stats"
"Hemp Fandango","Novel: Ladies' Night","Genre: Horror/Supernatural","55443","1,848","Winner!","1725","http://nanowrimo.org/participants/hemp-fandango/novels/ladies-night/stats"
"Hemp Fandango","Novel: The Last Girl","Genre: Horror/Supernatural","52833","1,761","Winner!","1726","http://nanowrimo.org/participants/hemp-fandango/novels/the-last-girl-602922/stats"
"Hemp Fandango","Novel: The Spider","Genre: Horror & Supernatural","63434","2,114","Winner!","1727","http://nanowrimo.org/participants/hemp-fandango/novels/the-spider-498207/stats"
"Coralie","Novel: Merfilma","Genre: Fantasy","50089","1,669","Winner!","1728","http://nanowrimo.org/participants/coralie/novels/merfilma/stats"
"Coralie","Novel: Night of Son","Genre: Fantasy","50186","1,672","Winner!","1729","http://nanowrimo.org/participants/coralie/novels/night-of-son/stats"
"Coralie","Novel: What it Takes","Genre: Adventure","50202","1,673","Winner!","1730","http://nanowrimo.org/participants/coralie/novels/what-it-takes-383642/stats"
"Coralie","Novel: Curse the Day","Genre: Horror & Supernatural","101361","3,378","Winner!","1731","http://nanowrimo.org/participants/coralie/novels/curse-the-day/stats"
"Coralie","Novel: Corpse De Ballet.","Genre: Horror & Supernatural","100029","3,334","Winner!","1732","http://nanowrimo.org/participants/coralie/novels/corpse-de-ballet/stats"
"Coralie","Novel: Bionic Eyes","Genre: Science Fiction","50000","1,666","Winner!","1733","http://nanowrimo.org/participants/coralie/novels/bionic-eyes/stats"
"Coralie","Novel: Happy Ending","Genre: Young Adult & Youth","500004","16,666","Winner!","1734","http://nanowrimo.org/participants/coralie/novels/happy-ending-384268/stats"
"Coralie","Novel: The Cat","Genre: Young Adult & Youth","50000","1,666","Winner!","1735","http://nanowrimo.org/participants/coralie/novels/the-cat-384310/stats"
"Coralie","Novel: Untitled","Genre:","25000","833","","1736","http://nanowrimo.org/participants/coralie/novels/novel-573424/stats"
"cleverboot","Novel: Omni-Guy Rising!: (Blog of a Young Superhero)","Genre: Adventure","12602","420","","1737","http://nanowrimo.org/participants/cleverboot/novels/omni-guy-rising-blog-of-a-young-superhero/stats"
"cleverboot","Novel: Sing & Finch","Genre: Mystery, Thriller & Suspense","5578","185","","1738","http://nanowrimo.org/participants/cleverboot/novels/sing-finch/stats"
"cleverboot","Novel: Magic Club","Genre: Fantasy","22000","733","","1739","http://nanowrimo.org/participants/cleverboot/novels/magic-club/stats"
"cleverboot","Novel: Being Vision Boy","Genre: Young Adult & Youth","2195","73","","1740","http://nanowrimo.org/participants/cleverboot/novels/being-vision-boy/stats"
"cleverboot","Novel: Untitled","Genre:","0","0","","1741","http://nanowrimo.org/participants/cleverboot/novels/novel-572058/stats"
"Brandon Sanderson","Novel: Oathbringer","Genre: Fantasy","50031","1,667","","1742","http://nanowrimo.org/participants/brandon-sanderson/novels/oathbringer/stats"
"Brandon Sanderson","Novel: Alcatraz Versus the Knights of Crystallia","Genre: Young Adult","44239","1,474","","1743","http://nanowrimo.org/participants/brandon-sanderson/novels/alcatraz-versus-the-knights-of-crystallia/stats"
"Brandon Sanderson","Novel: Elantris","Genre: Fantasy","50000","1,666","","1744","http://nanowrimo.org/participants/brandon-sanderson/novels/elantris/stats"
"artistflop","Novel: Untitled","Genre: Fantasy","6359","211","","1745","http://nanowrimo.org/participants/artistflop/novels/novel-824895/stats"
"artistflop","Novel: Untitled","Genre: Fanfiction","6487","216","","1746","http://nanowrimo.org/participants/artistflop/novels/novel-591296/stats"
"artistflop","Novel: Untitled","Genre: Fantasy","50353","1,678","Winner!","1747","http://nanowrimo.org/participants/artistflop/novels/novel-450459/stats"
"artistflop","Novel: Untitled","Genre: Fantasy","33275","1,109","","1748","http://nanowrimo.org/participants/artistflop/novels/novel-221760/stats"
"artistflop","Novel: Untitled","Genre: Fantasy","50213","1,673","Winner!","1749","http://nanowrimo.org/participants/artistflop/novels/untitled-novel-100873/stats"
"Applepine","Novel: Eight Miles Up","Genre: Adventure","50232","1,674","Winner!","1750","http://nanowrimo.org/participants/applepine/novels/eight-miles-up/stats"
"Applepine","Novel: Stop, Fiend!","Genre: Adventure","50214","1,673","Winner!","1751","http://nanowrimo.org/participants/applepine/novels/stop-fiend/stats"
"Applepine","Novel: Orthros","Genre: Fantasy","90843","3,028","Winner!","1752","http://nanowrimo.org/participants/applepine/novels/orthros/stats"
"Applepine","Novel: The Stars Are Falling","Genre: Fantasy","50536","1,684","Winner!","1753","http://nanowrimo.org/participants/applepine/novels/the-stars-are-falling-181665/stats"
"Applepine","Novel: Expiration Date","Genre: Fantasy","54579","1,819","Winner!","1754","http://nanowrimo.org/participants/applepine/novels/expiration-date/stats"
"Applepine","Novel: The Monster Keepers","Genre: Young Adult & Youth","53396","1,779","Winner!","1755","http://nanowrimo.org/participants/applepine/novels/the-monster-keepers/stats"
"mrshreffler","Novel: Integrating Technology into Schools","Genre: Non-Fiction","3943","131","","1756","http://nanowrimo.org/participants/mrshreffler/novels/integrating-technology-into-schools/stats"
"mrshreffler","Novel: I'm Not the Bad Guy - And Neither Are You","Genre: Personal","8194","273","","1757","http://nanowrimo.org/participants/mrshreffler/novels/i-m-not-the-bad-guy-and-neither-are-you/stats"
"mrshreffler","Novel: Sideways Stories from a Real School","Genre: Satire, Humor & Parody","50291","1,676","Winner!","1758","http://nanowrimo.org/participants/mrshreffler/novels/sideways-stories-from-a-real-school/stats"
"mrshreffler","Novel: Jack Wrimo and the Ori War","Genre: Young Adult & Youth","50597","1,686","Winner!","1759","http://nanowrimo.org/participants/mrshreffler/novels/jack-wrimo-and-the-ori-war/stats"
"mrshreffler","Novel: In The End","Genre: Fantasy","51260","1,708","Winner!","1760","http://nanowrimo.org/participants/mrshreffler/novels/in-the-end6/stats"
"young108west","Novel: The Many Hats I Wear As a Classroom Teacher","Genre: Non-fiction","50229","1,674","Winner!","1761","http://nanowrimo.org/participants/young108west/novels/the-many-hats-i-wear-as-a-classroom-teacher/stats"
"young108west","Novel: The Investigator Part 2","Genre: Mystery","17743","591","","1762","http://nanowrimo.org/participants/young108west/novels/the-investigator-part-2/stats"
"young108west","Novel: The Investigator","Genre: Mystery, Thriller & Suspense","50034","1,667","Winner!","1763","http://nanowrimo.org/participants/young108west/novels/the-investigator-438705/stats"
"young108west","Novel: Tsunami","Genre: Young Adult & Youth","50230","1,674","Winner!","1764","http://nanowrimo.org/participants/young108west/novels/tsunami-264794/stats"
"young108west","Novel: Lost","Genre: Young Adult & Youth","50113","1,670","Winner!","1765","http://nanowrimo.org/participants/young108west/novels/lost12/stats"
"FelineTheCatHerder","Novel: WIP","Genre:","6929","230","","1766","http://nanowrimo.org/participants/felinethecatherder/novels/wip-835103/stats"
"FelineTheCatHerder","Novel: The Summer of Love","Genre: Urban Fantasy","56420","1,880","Winner!","1767","http://nanowrimo.org/participants/felinethecatherder/novels/the-summer-of-love/stats"
"FelineTheCatHerder","Novel: The Russian Hill House","Genre: Urban Fantasy","64586","2,152","Winner!","1768","http://nanowrimo.org/participants/felinethecatherder/novels/the-russian-hill-house/stats"
"E M Caines","Novel: WIP","Genre:","3501","116","","1769","http://nanowrimo.org/participants/e-m-caines/novels/wip-933398/stats"
"E M Caines","Novel: Will the Real Prince Charming Please Stand Up?","Genre: Young Adult & Youth","50078","1,669","Winner!","1770","http://nanowrimo.org/participants/e-m-caines/novels/will-the-real-prince-charming-please-stand-up/stats"
"caflesch","Novel: Unnamed YCP Anthology Story","Genre: M/M Romance","1413","47","","1771","http://nanowrimo.org/participants/caflesch/novels/unnamed-ycp-anthology-story/stats"
"caflesch","Novel: Offside Pass","Genre: New Adult Sports","10748","358","","1772","http://nanowrimo.org/participants/caflesch/novels/offside-pass/stats"
"caflesch","Novel: Major Misconduct","Genre: New Adult","24308","810","","1773","http://nanowrimo.org/participants/caflesch/novels/major-misconduct/stats"
"caflesch","Novel: The Guardians","Genre: Young Adult & Youth","6254","208","","1774","http://nanowrimo.org/participants/caflesch/novels/the-guardians-180344/stats"
"Foreign_Nebula","Novel: Castle Beyond the Looking Glass","Genre: Fantasy","51738","1,724","Winner!","1775","http://nanowrimo.org/participants/foreign_nebula/novels/castle-beyond-the-looking-glass/stats"
"Foreign_Nebula","Novel: Castle in the Looking Glass - Arc 3","Genre: Fantasy","51189","1,706","Winner!","1776","http://nanowrimo.org/participants/foreign_nebula/novels/castle-in-the-looking-glass-arc-3/stats"
"Foreign_Nebula","Novel: Beyond the Looking Glass - Arc 2","Genre: Adventure","53556","1,785","Winner!","1777","http://nanowrimo.org/participants/foreign_nebula/novels/beyond-the-looking-glass-arc-2/stats"
"Foreign_Nebula","Novel: Beyond The Looking Glass- Arc 1","Genre: Fantasy","50408","1,680","Winner!","1778","http://nanowrimo.org/participants/foreign_nebula/novels/beyond-the-looking-glass-arc-1/stats"
"WishfollThinking","Novel: Battle Scars","Genre: Dystopian","35800","1,193","","1779","http://nanowrimo.org/participants/wishfollthinking/novels/battle-scars-902187/stats"
"Tiriniel","Novel: Scribe's Exile","Genre: Fantasy","51445","1,714","Winner!","1780","http://nanowrimo.org/participants/tiriniel/novels/scribe-s-exile/stats"
"Tiriniel","Novel: Outcast of Asgard","Genre: Fanfiction","50135","1,671","Winner!","1781","http://nanowrimo.org/participants/tiriniel/novels/outcast-of-asgard/stats"
"Tiriniel","Novel: Curiosity Made the Cat","Genre: Fantasy","50210","1,673","Winner!","1782","http://nanowrimo.org/participants/tiriniel/novels/curiosity-made-the-cat/stats"
"Tiriniel","Novel: To Kill A Fallen Angel","Genre: Fantasy","351","11","","1783","http://nanowrimo.org/participants/tiriniel/novels/to-kill-a-fallen-angel/stats"
"theladyafterwards","Novel: A Woman Scorned (working title)","Genre:","0","0","","1784","http://nanowrimo.org/participants/theladyafterwards/novels/a-woman-scorned-working-title/stats"
"theladyafterwards","Novel: Fire Of The Gods (working title)","Genre:","30009","1,000","","1785","http://nanowrimo.org/participants/theladyafterwards/novels/fire-of-the-gods-working-title/stats"
"theladyafterwards","Novel: Rib Bones (working title)","Genre: Literary Fiction","0","0","","1786","http://nanowrimo.org/participants/theladyafterwards/novels/rib-bones-working-title/stats"
"Shadow of Malice","Novel: ECHO","Genre: Fantasy","0","0","","1787","http://nanowrimo.org/participants/shadow-of-malice/novels/echo-982764/stats"
"Shadow of Malice","Novel: Hybrid","Genre: Fantasy","9670","322","","1788","http://nanowrimo.org/participants/shadow-of-malice/novels/hybrid-674370/stats"
"Shadow of Malice","Novel: Hide and Seek","Genre: Fantasy","7423","247","","1789","http://nanowrimo.org/participants/shadow-of-malice/novels/hide-and-seek-448776/stats"
"Rovine","Novel: World Rovine","Genre: Travel / Culture blog","0","0","","1790","http://nanowrimo.org/participants/rovine/novels/world-rovine/stats"
"Rovine","Novel: Lachrymal Nights","Genre: Supernatural/Thriller","50024","1,667","Winner!","1791","http://nanowrimo.org/participants/rovine/novels/lachrymal-nights/stats"
"MarchMagnolia","Novel: The Vagrant Stigma Chronicles I: Lumberjack Planet","Genre: Science Fiction","2856","95","","1792","http://nanowrimo.org/participants/marchmagnolia/novels/the-vagrant-stigma-chronicles-i-lumberjack-planet/stats"
"MarchMagnolia","Novel: Lumberjack Planet","Genre: Science Fiction","7974","265","","1793","http://nanowrimo.org/participants/marchmagnolia/novels/lumberjack-planet/stats"
"MarchMagnolia","Novel: The Descent into Fairground","Genre: Fantasy","13412","447","","1794","http://nanowrimo.org/participants/marchmagnolia/novels/the-descent-into-fairground/stats"
"Lauren E. Mitchell","Novel: The Writing Wrap-Up","Genre: Fantasy","53584","1,786","Winner!","1795","http://nanowrimo.org/participants/lauren-e-mitchell/novels/the-writing-wrap-up/stats"
"Lauren E. Mitchell","Novel: The Saints' March","Genre: Queer Urban Erotic Fantasy","30126","1,004","","1796","http://nanowrimo.org/participants/lauren-e-mitchell/novels/the-saints-march/stats"
"Lauren E. Mitchell","Novel: The Vector Recalibration","Genre: Romance/Erotica/Angst/QUILTBAG","52015","1,733","Winner!","1797","http://nanowrimo.org/participants/lauren-e-mitchell/novels/the-vector-recalibration/stats"
"Lauren E. Mitchell","Novel: The Transition Equilibrium","Genre: Humour/Romance/QUILTBAG","87448","2,914","Winner!","1798","http://nanowrimo.org/participants/lauren-e-mitchell/novels/the-transition-equilibrium/stats"
"Lauren E. Mitchell","Novel: The Pythagorean Paradigm","Genre: Romance/Erotica/Mystery/LGBT+","50505","1,683","Winner!","1799","http://nanowrimo.org/participants/lauren-e-mitchell/novels/the-pythagorean-paradigm/stats"
"Lauren E. Mitchell","Novel: The Flutterby Effect","Genre: Urban Fantasy","50837","1,694","Winner!","1800","http://nanowrimo.org/participants/lauren-e-mitchell/novels/the-flutterby-effect/stats"
"Lauren E. Mitchell","Novel: The Luddite Clause","Genre: Mystery/Adventure/Shenanigans","53074","1,769","Winner!","1801","http://nanowrimo.org/participants/lauren-e-mitchell/novels/the-luddite-clause/stats"
"Lauren E. Mitchell","Novel: The Demon's Daughter","Genre: Urban Fantasy/Erotica/BDSM","50331","1,677","Winner!","1802","http://nanowrimo.org/participants/lauren-e-mitchell/novels/the-demon-s-daughter/stats"
"Lauren E. Mitchell","Novel: The Fear Collectors","Genre: Horror/Supernatural","54345","1,811","Winner!","1803","http://nanowrimo.org/participants/lauren-e-mitchell/novels/the-fear-collectors/stats"
"Lauren E. Mitchell","Novel: The Whole Banana","Genre: Fantasy","50540","1,684","Winner!","1804","http://nanowrimo.org/participants/lauren-e-mitchell/novels/the-whole-banana/stats"
"Lauren E. Mitchell","Novel: The Golden Players","Genre: Fantasy","64436","2,147","Winner!","1805","http://nanowrimo.org/participants/lauren-e-mitchell/novels/the-golden-players/stats"
"Lauren E. Mitchell","Novel: The Littlest Halfling","Genre: Fantasy","85794","2,859","Winner!","1806","http://nanowrimo.org/participants/lauren-e-mitchell/novels/the-littlest-halfling/stats"
"Lauren E. Mitchell","Novel: Postmodernism Stole My Dingo","Genre: Mainstream","23437","781","","1807","http://nanowrimo.org/participants/lauren-e-mitchell/novels/postmodernism-stole-my-dingo/stats"
"Lauralu91","Novel: Raising the Dead for Fun and Profit","Genre: Young Adult","25200","840","","1808","http://nanowrimo.org/participants/lauralu91/novels/raising-the-dead-for-fun-and-profit/stats"
"Lauralu91","Novel: Fortune Fables - The First Steps","Genre: Adventure","50042","1,668","Winner!","1809","http://nanowrimo.org/participants/lauralu91/novels/fortune-fables-the-first-steps/stats"
"jdniemand","Novel: The Oracle of Philadelphia 2: The Nexus Game","Genre: Young Adult","50129","1,670","Winner!","1810","http://nanowrimo.org/participants/jdniemand/novels/the-oracle-of-philadelphia-2-the-nexus-game/stats"
"jdniemand","Novel: The Oracle of Philadelphia","Genre: Young Adult","52710","1,757","Winner!","1811","http://nanowrimo.org/participants/jdniemand/novels/the-oracle-of-philadelphia/stats"
"jdniemand","Novel: Project Lotus","Genre: Science Fiction","52456","1,748","Winner!","1812","http://nanowrimo.org/participants/jdniemand/novels/project-lotus/stats"
"jdniemand","Novel: I Hate Cheerleaders","Genre: Young Adult & Youth","50006","1,666","Winner!","1813","http://nanowrimo.org/participants/jdniemand/novels/i-hate-cheerleaders/stats"
