,Writer Name,Novel Name,Genre,Final Word Count,Daily Average,Winner,Synopses,url,Novel Date,Excerpt
1487,ShadowsEdge,Novel: Hollywood Divine,Genre: Urban Fantasy,8315,277,0,"
<p></p>
",http://nanowrimo.org/participants/shadowsedge/novels/hollywood-divine/stats,November 2015,"
<p></p>
"
1488,ShadowsEdge,Novel: Learning the Light and Dark,Genre: Fanfiction,50286,"1,676",1,"
<p>Mutant X rescued Roslin, but who<em> and what</em> she is is making it hard for her to fit in with them. Can she master her abilities and learn to trust the team? And can she do it before Paragon or the GSA catch up with her? </p>
",http://nanowrimo.org/participants/shadowsedge/novels/learning-the-light-and-dark/stats,November 2014,"
<p></p>
"
1489,ShadowsEdge,Novel: Shadows and Secrets,Genre: Fan fiction,50129,"1,670",1,"
<p>Mutant X and Pretender crossover<br/>Takes place around the 2nd Second Season of Mutant X<br/>AU for the Pretender where Jarod eventually took over the Centre and revamped how it worked. He also moved the location of the Centre's headquarters leaving the original building to be taken over by Genomex and the GSA<br/><br/>A women discovers genetic experiments were done on her and goes looking for answers, All is not what it seems, including her.</p>
",http://nanowrimo.org/participants/shadowsedge/novels/shadows-and-secrets/stats,November 2013,"
<p></p>
"
1490,ShadowsEdge,Novel: Voices,Genre: not really sure!,6136,204,0,"
<p>Everyone (well, almost everyone) has at least one voice in their head.  Who are those voices, and why do we here them?</p>
",http://nanowrimo.org/participants/shadowsedge/novels/voices8/stats,November 2011,"
<p>Voices in our heads. We all hear them.  Well, except maybe sociopaths.  You know, the voice of that little angel or devil on your shoulder?  The one we call our conscious?  So, yeah, almost everyone has at least one or two voices in their head.  Who does yours sound like?<br/><br/>Answering that question isn't easy for me. You see, I have an awful lot of voices running around in my head.   I'm not insane or anything - although I do have to admit to having arguments with some of those voices sometimes.  But I know they are inside my head - not real people in the sense that you and I are. </p>
"
1491,ShadowsEdge,Novel: Clockwork Empire,Genre:,21000,700,0,"
<p></p>
",http://nanowrimo.org/participants/shadowsedge/novels/clockwork-empire/stats,November 2009,"
<p></p>
"
1492,ShadowsEdge,Novel: Tarot,Genre: Fantasy,21493,716,0,"
<p></p>
",http://nanowrimo.org/participants/shadowsedge/novels/tarot-811048/stats,November 2008,"
<p></p>
"
1493,ShadowsEdge,Novel: Dares,Genre: Satire/Humor,31430,"1,047",0,"
<p></p>
",http://nanowrimo.org/participants/shadowsedge/novels/dares-811049/stats,November 2007,"
<p></p>
"
1494,ShadowsEdge,Novel: Revenant,Genre:,52572,"1,752",1,"
<p></p>
",http://nanowrimo.org/participants/shadowsedge/novels/revenant-811050/stats,November 2006,"
<p></p>
"
1495,Sarasamsara,Novel: Be a Body,Genre: Science Fiction,50032,"1,667",1,"
<p> Aalan wakes up on a strange spaceship in a strange body. It's 300 years since she's died and since her death humanity has become transhuman, modifying and switching their bodies like clothing. Aalan searches for meaning behind her resurrection, and discovers the biggest danger in the future might be her past.</p>
",http://nanowrimo.org/participants/sarasamsara/novels/be-a-body/stats,November 2015,"
<p></p>
"
1496,Sarasamsara,Novel: Belopoecia,Genre: Steampunk,12000,400,0,"
<p></p>
",http://nanowrimo.org/participants/sarasamsara/novels/belopoecia/stats,November 2012,"
<p></p>
"
1497,scaserta11,Novel: Four Girls; Working Title,Genre: Literary,0,0,0,"
<p>Story of a Young Man's struggles in life, and his four daughters who reach out to him in prison.</p>
",http://nanowrimo.org/participants/scaserta11/novels/four-girls-working-title-827766/stats,November 2015,"
<p></p>
"
1498,ReiKnight,"Novel: Fractured Mirrors, Broken Glass",Genre: Fantasy,200107,"6,670",1,"
<p>It's been five years since Sarana started seeing the future and the past, starting with the witness of their mother's suicide. Five years of hell, of endless nightmares, of waking in the night screaming. Her life is controlled by it. She never knows when she's going to slip into either future or past, the visions crowding into her life, pointless pieces of the past she cannot change, the many futures that could be, that might be, that will be, with no sign as to tell which ones will pass.</p>
<p>Her life is a disjointed revolution of sleeping when she can, being woken by the nightmares, patching her self inflicted wounds, trying to find some sort of balance in her life, helping out around the house, making herself as useful as possible. The time she spends in the forge helps; something about the intensity of her focus there, with the heat and the metal, and her hands shaping steel into useful things, it keeps the visions away for a little while, gives her some respite. The neat ability to sidestep any stray spark, well, that doesn't make up for the horror story the rest of her life is. She knows those with strong powers have difficulty controlling it at first. Five years, and the worst is still to reveal itself to her...</p>
<p>Amidst drowning, she sees the end of the universe. Chaos has poisoned all the worlds, every plane of existence, destroying everything. Seeing the creators, the Great Spirits, dead and decaying, driven to insanity before her own death beside them. Worse, every possibility she sees leads to that end. </p>
<p>Then she sees one. One future among all the endings that might just give the universe a chance. It is uncertain, dangerous, and requires huge sacrifices from her. She will do anything to bring it about, even if she has to betray the family she loves, send others to sacrifice themselves for the barest hope of securing this future. She needs to learn control - and fast, or she will die before she even gets close.</p>
",http://nanowrimo.org/participants/reiknight/novels/fractured-mirrors-broken-glass/stats,November 2015,"
<p></p>
"
1499,ReiKnight,Novel: Nameless!,Genre: Fantasy,54763,"1,825",1,"
<p>Thus far, we are nameless, and we are plotless and we are characterless. Adventure this shall be! Well, actually, I'm planning on switching between two projects.</p><p> </p><p>Project One is the aforementioned Nameless, a fantasy monstrosity, I think.</p><p> </p><p>Project Two is a series of blog entries about motorbike touring based on the adventures the Man of the House and myself have done this year. He's been riding motorbikes for decades. I fall off. He rides, I sit and take photos to document things. We're newbies to touring. I've been around Australia twice via car and now its a goal to go at least once via motorbike - that big red beastie that is the Man of the House's pride and joy. I'm hoping that some of the blog posts can help someone else new to adventuring via motorbike - especially since we're camping, doing it on a budget, and with one motorbike to carry two adults and all our gear. Should be one hell of a ride!</p>
",http://nanowrimo.org/participants/reiknight/novels/nameless-615798/stats,November 2014,"
<p></p>
"
1500,ReiKnight,Novel: Iceheart,Genre: Fantasy,52455,"1,748",1,"
<p>This is an old synopsis, but it still stands up well enough.<br/><br/>The last thing Arin expects is a stalker to follow him on his way home from school. It’s the <br/>catalyst for a siege that leads Arin into another world, haunted by family secrets he knows <br/>little about. While his mother attempts to lure the hunters back to Earth, he is given to his <br/>grandfather, a knight of this world, and assumes a new identity to protect him. As his <br/>fascination with the new world grows, Arin begins to learn the skills that enable him to <br/>protect himself.<br/><br/>On the other side of the country, Princess Sakara is playing at being a good student in an <br/>alternate society, a trade made to secure some desperately needed new political allies, <br/>while her bodyguards in Tiakin fight to find out who is trying to assassinate her. When <br/>Sakara realises that one member of the society is orchestrating a betrayal of the treaty, <br/>she takes what she’s being taught and uses it to plan an escape.<br/><br/>Arin, now Kitari, has just finished his Rei Knight training and spends time in a rebel army <br/>with his cheerfully insane aunt and his grandfather until the orders come: Akira is to take <br/>the Princess back and puts together a team to rescue her, Kitari included by default. <br/>And thus begins the rescue, plagued by demons, escaping the golem scourge, avoiding <br/>the notice of the Shinhan, even fighting the world itself.<br/><br/>It all goes bad. Not everything goes the way it should and it isn’t over yet.</p>
",http://nanowrimo.org/participants/reiknight/novels/iceheart-519434/stats,November 2013,"
<p></p>
"
1501,ReiKnight,Novel: Untitled,Genre: Fantasy,72635,"2,421",1,"
<p>Once again, I'm pantsing it. I'll come up with something later.</p>
",http://nanowrimo.org/participants/reiknight/novels/untitled-200765/stats,November 2012,"
<p></p>
"
1502,ReiKnight,Novel: [Unknown],Genre: Fantasy,54866,"1,828",1,"
<p>To tell the truth, I'm pantsing it. I have no idea what I'm writing. I'll let you know when I have an idea.</p>
",http://nanowrimo.org/participants/reiknight/novels/unknown139/stats,November 2011,"
<p></p>
"
1503,ReiKnight,"Novel: Amorphous Carbon / Fractured Mirrors, Broken Glass",Genre: Fantasy,64641,"2,154",1,"
<p></p>
",http://nanowrimo.org/participants/reiknight/novels/amorphous-carbon-fractured-mirrors-broken-glass/stats,November 2010,"
<p></p>
"
1504,ReiKnight,Novel: Lakian's Story,Genre: Fantasy,52509,"1,750",1,"
<p></p>
",http://nanowrimo.org/participants/reiknight/novels/lakian-s-story/stats,November 2009,"
<p></p>
"
1505,ReiKnight,Novel: Darkened Knight / Reiji's Tale / Grey Chrysalis / Fallen ...,Genre: Fantasy,133009,"4,433",1,"
<p></p>
",http://nanowrimo.org/participants/reiknight/novels/darkened-knight-reiji-s-tale-grey-chrysalis-fallen-paladin/stats,November 2008,"
<p></p>
"
1506,ReiKnight,Novel: Fallen Paladin,Genre: Fantasy,50109,"1,670",1,"
<p></p>
",http://nanowrimo.org/participants/reiknight/novels/fallen-paladin/stats,November 2007,"
<p></p>
"
1507,ReiKnight,Novel: Grey Chrysalis,Genre: Fantasy,76996,"2,566",1,"
<p></p>
",http://nanowrimo.org/participants/reiknight/novels/grey-chrysalis/stats,November 2006,"
<p></p>
"
1508,ReiKnight,Novel: A Song to Sing,Genre: Fantasy,50077,"1,669",1,"
<p></p>
",http://nanowrimo.org/participants/reiknight/novels/a-song-to-sing-783989/stats,November 2005,"
<p></p>
"
1509,QueenBee1008,Novel: Untitled,Genre: Personal,2000,66,0,"
<p>This story is about a young woman who is diagnosed with epilepsy as a teenager. It follows her life with the disease, along with the fear of seizures, the side effects of the medications, and being treated like a child by her overprotective family. It is based on my personal experiences. I chose to write this story in honor of November's National Epilepsy Awareness Month.</p>
",http://nanowrimo.org/participants/queenbee1008/novels/novel-909906/stats,November 2015,"
<p></p>
"
1510,Oonaverse,Novel: Nettie,Genre: Horror/Supernatural,20986,699,0,"
<p></p>
",http://nanowrimo.org/participants/oonaverse/novels/nettie-835126/stats,November 2015,"
<p></p>
"
1511,Oonaverse,Novel: Nettie,Genre: Horror/Supernatural,50127,"1,670",1,"
<p></p>
",http://nanowrimo.org/participants/oonaverse/novels/nettie/stats,November 2014,"
<p></p>
"
1512,Oonaverse,Novel: Emory,Genre: Horror & Supernatural,50139,"1,671",1,"
<p></p>
",http://nanowrimo.org/participants/oonaverse/novels/emory-385366/stats,November 2013,"
<p></p>
"
1513,paperflye,Novel: Cold Fire,Genre: Young Adult,1963,65,0,"
<p></p>
",http://nanowrimo.org/participants/paperflye/novels/cold-fire-863115/stats,November 2015,"
<p></p>
"
1514,paperflye,Novel: Dust,Genre: Young Adult,10858,361,0,"
<p>When a young colonist on Mars becomes the pawn of a ruthless military commander, she is forced to choose between ensuring her family's survival during an interplanetary food crisis or fighting with the rebels who are the colony's only hope for freedom.</p>
",http://nanowrimo.org/participants/paperflye/novels/dust-683547/stats,November 2014,"
<p></p>
"
1515,paperflye,Novel: Space,Genre: Young Adult & Youth,3045,101,0,"
<p>Girl lives on a space station. Stuff happens.</p>
",http://nanowrimo.org/participants/paperflye/novels/space-358463/stats,November 2013,"
<p></p>
"
1516,paperflye,Novel: Dark of the West,Genre: Young Adult & Youth,55077,"1,835",1,"
<p>Weird, lonely girl goes to boarding school, finds out she's weird and lonely because she has supernatural powers, meets other weird and lonely kids like her, and has to fight off a bunch of evil teachers intent on stealing her supernatural energies for themselves. She meets a boy, meets a girl, makes some friends, and fights bad guys.</p>
",http://nanowrimo.org/participants/paperflye/novels/dark-of-the-west/stats,November 2012,"
<p>She probably wasn’t supposed to be outside after dark.<br/>	Caycie slunk around the side of the building and out to the tiny park, which was really nothing more than an island of grass and thick trees surrounded by an asphalt driveway in front of the school. In the center of it was some sort of strange statue. She’d noticed it earlier, when she and her father arrived at the school, and had stopped to study it on one of her many trips to and from the car to unload her stuff. But there was no plaque or anything explaining what it was. It looked vaguely female and possibly Egyptian. Or maybe Greek. It was surrounded by a little paved walkway that led from one side of the park to the other.<br/>	A soft breeze blew around her, disturbing the stray wisps of hair that had escaped her ponytail, making them tickle her face. Caycie brushed them aside, but they refused to stay tucked behind her ears, and she quickly gave up as she stepped onto the pathway, making her way toward the statue.<br/>	Nearby, one of the shrubs rustled. Caycie started, but then she stopped, peering into the darkness, letting her eyes adjust.<br/>	“Kitty?” she called softly. She’d seen several cats hanging out by the statue earlier. When she and her father had checked in with the school’s residence director, the woman had mentioned that the campus was full of cats. They even had a feral cat program, and several teachers and staff members regularly volunteered their time to take care of the animals. Caycie hoped she could do the same. She loved cats, but her father was allergic.<br/>	A small shape slunk out of the bushes and wound around Caycie’s legs. In the dark, Caycie could barely tell that it was a small calico cat.<br/>	“Hey,” she whispered. “Hey, little cat.” She squatted down and held out her hand, and the cat came right up to Caycie, rubbing her face against her outstretched hand. A smile nearly split Caycie’s face in two. “Wow, you’re friendly.”<br/>	Out of the corner of her eye, Caycie saw another shape, this one all black, with bright green eyes that caught the light from some faraway street lamp, glowing a little in the dark. Caycie held her hand out, but the black cat kept his distance, eyeing her but not willing to come forward.<br/>	The calico was purring up a storm, and Caycie used both hands to scratch under the cat’s chin and all the way down her back. She was tiny, and even in the dark, Caycie was able to discern that she had a funny-looking black mark beneath one eye that looked almost like a teardrop. The cat’s face was a little odd-looking, but that only added to her charm. Caycie wanted to scoop her up and cuddle her to her chest.<br/>	Suddenly the cat stiffened. A low, angry sound that was half-growl, half-yowl issued from her mouth, and she arched her back, the hair along her spine and on her tail puffing out like a dish brush. The cat’s eyes fixed on something just beyond Caycie’s left shoulder. Then she opened her mouth and let out a loud hiss.<br/>	Caycie froze, heart hammering in her chest like a staccato drum.<br/>	“You shouldn’t be out here.”<br/>	A loud yelp escaped Caycie’s mouth, and she spun around, leaping backwards as she went, barely managing not to fall over onto the pavement.<br/>	In front of her stood a pale man dressed in black. He stared down at her with a look made all the little hairs on Caycie’s arms stand on end, just like the calico cat’s tail. “Oh my god!” she gasped. “What the hell!” She stood up from her crouch, poised and ready to run.<br/>	“I am John Larrabee,” the man said in a cold, flat voice. “I’m head of security, and it is after seven o’ clock. You should not be outside.”<br/>	“Wh—what?” A stammer was all Caycie could manage as her adrenaline-hyped brain struggled to make sense of his words. “You’re security?”<br/>	“And you are a student who is breaking the rules.”<br/>	Caycie looked him over carefully, her eyes taking in the patch on the right side of his sleeve, the stitching across the front of his crisp, black shirt that read, “Westing School Security.” Below it was a name tag that had ""John Larrabee"" printed on it in white letters.<br/>	“Oh,” she said. She felt something brush between her legs and looked down to see the calico cat, still arching her back and growling at the man.<br/>	“I will escort you back to the front office,” he said.<br/>	“Um, that’s okay,” Caycie said. “I’m sorry, I didn’t know about the rules. I’ll go back inside.” She did not want to be around this creepy man any longer. The cat’s angry noises and the way she refused to take her eyes away from him were unnerving.<br/>	“I will escort you to the front office,” he repeated. His tone allowed no room for argument, and he held his hand out, indicating that she should start walking. Caycie swallowed and forced herself to move.<br/>	He stayed beside her the whole way to the office, and the calico cat followed them, growling and hissing the whole way. Caycie found the noise a little comforting, but she was intensely relieved when she reached the front steps of the main building. She went up them quickly, taking the steps two at a time, but the security guard kept pace with her easily, his movements fluid and sharp. Caycie had the feeling that if she tried to run away from him she wouldn’t get more than a step or two away before he’d catch her.<br/>	She shivered and grabbed the front door handle, ready to yank.<br/>	“The door is locked,” John Larrabee said. He stepped forward and Caycie scooted back, out of his way, as he swiped a key fob over a small reader near the door. The reader’s read light changed to green, and Caycie heard the click of the front doors unlocking. Beside her, the security guard took a step toward the cat, who was sticking close to Caycie’s other side, and made a strange noise not unlike a hiss.<br/>	The cat yowled and backed up, but she didn’t run. Caycie took the opportunity to shove the front door open. The cat made a run for it, but the guard blocked the entrance, and the door fell shut, locking with a soft snicking sound.<br/>	Caycie stopped, realizing that she was breathing too hard, and glanced over at the front office. Some woman she didn’t recognize was sitting at the desk, looking at her through the plexiglass wall with her painted eyebrows raised. Caycie wished she could run past the office, but she didn’t dare. As she turned to go inside, she glanced behind her and almost screamed. John Larrabee was still standing just outside the front door, watching her.</p>
"
1517,paperflye,Novel: Stranger Things Have Happened,Genre: Young Adult & Youth,3886,129,0,"
<p>Gay flying trapeze artist chick, a.k.a. Eve Pendleton, tries to navigate high school, make it onto the junior fly team, and find a girlfriend (or at least a date to the back to school dance).</p>
",http://nanowrimo.org/participants/paperflye/novels/stranger-things-have-happened-175729/stats,November 2011,"
<p></p>
"
1518,OhNoDomo,Novel: A Sci-Fi Novel,Genre: Science Fiction,8333,277,0,"
<p></p>
",http://nanowrimo.org/participants/ohnodomo/novels/a-sci-fi-novel/stats,November 2015,"
<p></p>
"
1519,OhNoDomo,Novel: Song of the Aethehra: Part 2,Genre: Fantasy,2991,99,0,"
<p></p>
",http://nanowrimo.org/participants/ohnodomo/novels/song-of-the-aethehra-part-2/stats,November 2014,"
<p></p>
"
1520,OhNoDomo,Novel: Song of the Aethehra (working...),Genre: Fantasy,56606,"1,886",1,"
<p>Ori was just a normal girl with a normal life until one day, a strange man came knocking on her door looking for someone else.<br/><br/>What Ori didn't know was that this chance meeting was about to change the entire trajectory of her life and of things to come...<br/><br/>...or things that once were.</p>
",http://nanowrimo.org/participants/ohnodomo/novels/song-of-the-aethehra-working/stats,November 2013,"
<p>After waiting for what seemed like the longest 12 seconds, the light changed and no cars were anywhere near the crosswalk, so Ori started crossing at a brisk pace. Tray was too busy thinking about how to relate the play to Ori’s life to notice the vehicle before it turned the corner with screeching tires.<br/>    It was over in a flash and the driver didn’t even pause.  He or she simply sped off at more than twice the legal speed limit, leaving smeared tracks on the pavement.  For three very long and surreal seconds Tray couldn’t move, breathe, or even think.<br/>    But after several rounds of blinking, he finally came back to reality.  This reality.  This damn, dirty, disgusting reality.  His legs were like lead as he ran out into the street to land on his knees next to Ori, the puddle of blood surrounding her growing slowly in the sunlight.  <br/>    Oh sweet heavens, she was conscious.  Her eyes were moving slowly back and forth and her mouth was working silent words… she was aware.  He could see in her eyes she knew exactly what was happening and when her eyes finally found his, the look of sheer terror tore his heart apart.<br/>    This wasn’t supposed to happen… not like this.<br/>    The world around them seemed to disappear.  Tray either didn’t notice or didn’t care.  He took Ori’s broken hand in his and gave it a gentle squeeze.  A breathy, barely audible word left her lips as she whispered “...dark….”.<br/>    “I know Ori.  It’s ok.  You just focus on me, ok?  Don’t you dare give up, you’re going to be alright this time, I promise.  Ori look at me.” Her eyes had rolled back slightly and returned to looking at Tray’s face at his command.  The pain, she couldn’t stand the pain.<br/>    Why did it feel familiar?<br/>    Tray watched her for a moment before his face took on a steely expression, seriousness finally overtaking the emotion that had grabbed hold of him in the shock of the accident.  “I’m sorry Ori, I’m so sorry.  I can’t wait anymore.  We have to go now.  There’s no more time.” She saw him pull out what looked like a mirror compact from his back pocket and look into it.  Why was he checking himself out right now?<br/>    Ori’s eyes began to close heavily.  Was he giving her permission to die?  She knew she was dying… she didn’t want to die but it felt so good to just sink into the darkness, like the weight of the world was being lifted from her soul…<br/></p>
"
1521,Nyrissa,Novel: Ice Blessed,Genre: Fantasy,33099,"1,103",0,"
<p>The saga continues in this third installment of the Blessings of Myrillia series.</p>
<p>Fresh from their first battle, Kisara and her allies decide to make their way north to a safe refuge to recoup. Before they've gone far, the Spirits reveal that not all Inner Council members are enemies ... At the Spirits behest, Kisara heads back to rescue someone who will prove to be her greatest and most powerful ally.</p>
<p>Meanwhile, in Civitas, the Elder Priest continues to implement his plans for the future ... his future.</p>
",http://nanowrimo.org/participants/nyrissa/novels/ice-blessed/stats,November 2015,"
<p>Greetings, adventurer!</p>
<p><span style=""font-weight: 400;"">Welcome to the world of Myrillia. This beautiful, majestic land is much unlike your own. Wild and untamed, filled with magic and intrigue—and with unfamiliar races. Some of you may have already uncovered the record that has become </span><em><span style=""font-weight: 400;"">UnBlessed.</span></em><span style=""font-weight: 400;""> You might already be familiar with the Melior, a magical race with the capability to manipulate and control the very elements of Myrillia. You might remember the other dominant race of the land: the shape-shifting Transeatur. The two races are enemies, but over centuries the conflict turned stale. The two races grew content—pretending the other didn’t exist. Of course, you scholars already knew that.</span></p>
<p><span style=""font-weight: 400;"">Yet others of you might have found the volume known as </span><em><span style=""font-weight: 400;"">Fire Blessed.</span></em><span style=""font-weight: 400;""> Those scholars will be familiar with the web of secrecy and intrigue that permeates Melior society. They might remember some of the plans and goals that the Spirits of Myrillia revealed over time.</span></p>
<p><span style=""font-weight: 400;"">While it isn’t necessary to have studied the events of </span><em><span style=""font-weight: 400;"">UnBlessed </span></em><span style=""font-weight: 400;"">or </span><em><span style=""font-weight: 400;"">Fire Blessed</span></em><span style=""font-weight: 400;"">, it might be helpful to find a copy of both tomes before starting here. Surely, you would want to know of the terrible choice Kisara Tenebris had to make; after all, her decision will send repercussions throughout Myrillia history. You might be interested to know the details of Marius Caleo’s twisted relationships—and what happened to his life-mate, Renelle.  You may want to know the secrets Lucien Glacies uncovered, secrets that destroyed his world. It might interest you to know what exactly it is the Elder Priest of the Melior has planned for the future of the race … then again, it may not.</span></p>
<p><span style=""font-weight: 400;"">If you have already discovered the secrets of </span><em><span style=""font-weight: 400;"">UnBlessed </span></em><span style=""font-weight: 400;"">and </span><em><span style=""font-weight: 400;"">Fire Blessed</span></em><span style=""font-weight: 400;"">, all of this will be familiar. Now go forth—but be warned. This tome will answer many questions … but you may find that it poses many more.</span></p>
"
1522,Nyrissa,Novel: Fire Blessed,Genre: Fantasy,113596,"3,786",1,"
<p>In <em>UnBlessed</em>, readers met the fiery-tempered Marius Caleo. Raised among Favored society, Marius has everything: wealth, status, charm, and popularity. Yet, he yearns for greater power and independence.</p>
<p>When Marius was introduced to the mysterious Inner Council and offered a secret assignment, he believed he finally found the path to greatness. Unfortunately, their involvement in his future comes with a price ...</p>
<p>Now, Marius must decide how far he’s willing to go to achieve his ambitions – because sometimes independence and power don’t go hand in hand.</p>
",http://nanowrimo.org/participants/nyrissa/novels/fire-blessed/stats,November 2014,"
<p><strong>FOREWORD</strong> </p>
<p>Greetings, adventurer!</p>
<p>Welcome to the world of Myrillia. This beautiful, majestic land is much unlike your own: wild and untamed, filled with magic and intrigue—and with unfamiliar races. Some of you have already uncovered the record that has become <em>UnBlessed.</em> You might already be familiar with the Melior, a magical race with the capability to manipulate and control the very elements of Myrillia. You may very well remember the other dominant race of the land, the shape-shifting Transeatur. The two races have been enemies for centuries, but the conflict has turned stale. There hasn’t been a battle for a few hundred years, and the two races seem content to pretend the other doesn’t exist. Of course, you scholars already knew that.</p>
<p>While it isn’t necessary to have studied the events of <em>UnBlessed</em>, it could prove useful to find a copy of that tome before starting here. Surely, you would want to know of the terrible choice Kisara Tenebris had to make; after all, her decision will send repercussions throughout Myrillia history. Some of those consequences will be within the pages of this very book. It might interest you to know what exactly it is Lucien Glacies is looking for … then again, it may not.</p>
<p>If you have already discovered the secrets of <em>UnBlessed</em>, then be prepared to delve into an earlier chapter of history—two years earlier, in fact—before Kisara and Lucien’s fateful Blessing ceremony. Get ready to view a completely different side of the Melior with the help of a very special individual …</p>
<p><strong>CHAPTER ONE - </strong><strong>Marius</strong></p>
<p>Marius Caleo walked further into the abandoned palace, eyes roaming over the space curiously. This was one of the more ancient grand palaces, possessing multiple dining rooms, public parlors, and a massive ballroom. One of the biggest ballrooms in all of Civitas, in fact. Smirking, he stared around the entrance hall of his new home. Merciful Ignis, it was about time. He’d been waiting for the night of the Blessing Ceremony for far too long; finally, it was over.</p>
<p>It had been frustrating these last few weeks—his parents had practically smothered him, knowing he’d be moving out after the night’s Blessing Ceremony. And why wouldn’t he? Fire Blessings always emerged at the yearly ceremony, especially if the bloodline was undiluted with other Blessings. Not only was he the son of the current Council Leader, but he was descended from generations of pure Fire unions. It was obvious that he would be Fire Blessed, obvious and expected.</p>
<p>Granted, what had <em>not</em> been expected was the strength of his Blessing. Why, the flames at the Fire Shrine had practically leapt to the ceiling when Marius approached.</p>
<p>He chuckled to himself as he sauntered through the entrance hall, remembering the startled shrieks the sudden blaze caused—and the astonished look the Elder Priest tossed his way after the flames returned to normal. Marius wasn’t sure if the priest’s astonished look had been for the blaze or for his unusual Elemental markings.</p>
"
1523,Nyrissa,Novel: UnBlessed,Genre: Fantasy,79522,"2,650",1,"
<p>Kisara Tenebris is a Melior: one of the elemental magic users that populate the world of Myrillia. Every aspect of Melior life is dictated by their Blessing, or ability, with the rarest and most powerful earning a spot on the ruling council.</p>
<p>Kisara dreams of the day she’ll receive her own Blessing and take her place among society. But when she’s unBlessed year after year, left behind by her friends – and the boy she loves – she can’t help but wonder what she did wrong.</p>
<p>Instead, Kisara must discover that magic doesn’t determine one’s worth – and that she doesn’t have to be like everyone else to be accepted.</p>
<p>After all, the Elements have greater things planned for Kisara.</p>
",http://nanowrimo.org/participants/nyrissa/novels/unblessed-421131/stats,November 2013,"
<p>Magic coated the fabric of the newly delivered Blessing dress, the colors dancing through a rainbow of shades. Kisara Tenebris trailed a quivering finger along the hem and admired the play of magic.</p>
<p>Tonight was the night.</p>
<p>The yearly Blessing Ceremony would be held tonight, and it was finally <em>her</em> turn to join the youths at the Great Temple. Her turn to stand before the Elements and receive one of their Blessings. She might even become Favored—one of the elite that lived in the palaces at city center and guided the entire Melior population!</p>
<p>Unable to contain her excitement any longer, Kisara shrieked and bounced around her room, careful to avoid jostling her new gown. To think, after thirteen years she would finally become an adult!</p>
<p>“Kisara, what in the name of the Elements are you doing?”</p>
<p>Cheeks flushed with exertion, Kisara whirled to beam at her mother. “Oh, nothing. Just celebrating.” She rushed to her gown and held it out for the other to admire. “Look, did you see? My gown arrived! Isn’t it beautiful?”</p>
<p>“Yes, it’s quite lovely, isn’t it?” Her mother smiled indulgently. “I assume you like it? I told the seamstress to make it a little old fashioned, with the flowing skirts and lace sleeves, rather than the short tunic styles so popular with girls these days. I thought you’d look very elegant and grown up in it.”</p>
<p>“Oh yes, it’s absolutely perfect! I can’t wait for this evening!” Kisara couldn’t help the little dance of joy that accompanied the statement. “Do you think it would be okay if I tried it on? Just to make sure it fits. I promise I’ll take it off right away!”</p>
<p>Laughing, her mother replied, “No you won’t. I know you better than that. Once you have it on, you’ll make up some excuse that will prevent you from having to take it off again.” She ruffled Kisara’s hair and suggested, “No, why don’t you go visit your friends instead? Take your time; have them show you their Blessing clothes. You can even bring them back to show them yours, as long as it stays on the rack.”</p>
<p>Kisara scrunched up her face in disappointment.</p>
<p>Her mother snapped her fingers suddenly, her brow furrowed with concern. “You know, maybe we should go check on Lucien. I ran into his mother at the market, and she told me he’s extremely nervous about tonight. Maera  wondered if the two of you should stay behind a year, especially since you’re both so close to the cutoff date.”</p>
<p>Immediately distracted, Kisara stared at her mother with horror. “Stay behind?! Both of us? But, but you already got my Blessing gown!”</p>
<p>“True, but it will keep a year.”</p>
<p>“A year?! Uh, why don’t I go talk to Lucien first? I mean, we already agreed to attend this year. Our names are on the register and everything. I’ll, uh. I’ll be right back.” Kisara rushed from the room, heedless of her mother’s suppressed amusement.</p>
"
