,Writer Name,Member Length,LifetimeWordCount,url,Age,Birthday,Favorite books or authors,Favorite noveling music,Hobbies,Location,Occupation,Primary Role,Sponsorship URL,Expected Final Word Count,Expected Daily Average,CURRENT WINNER,Current Donor,Wins,Donations,Participated,Consecutive Donor,Consecutive Wins,Consecutive Part,Part Years,Win Years,Donor Years,Num Novels,Expected Num Submissions,Expected Avg Submission,Expected Min Submission,Expected Min Day,Expected Max Submission,Expected Max Day,Expected Std Submissions,Expected Consec Subs,FW Total,FW Sub,FH Total,FH Sub,SH Total,SH Sub
403,Handsome Jim,5,262814,http://nanowrimo.org/participants/handsome-jim,,,"Lamb, Good Omens, The Time Machine, Alice in Wonderland, Christopher Moore, Neil Gaiman, Terry Pratchett, Issac Asimov, Chelsea Handler, there are so","a little of everything, especially if it comes with a Music Video","Capoeria, Doctor Who, Motorcycles, Beer and anything that combines these together",San Antonio - Writing Groups and Bars to keep me going,System Admin,Municipal Liaison,,52562.8,1752.09333333,1,0,5,1,5,1,5,5,"[2010, 2011, 2012, 2013, 2014]","[2010, 2011, 2012, 2013, 2014]",[2013],5,9.4,3721.44996337,880.8,8.2,13119.6,17.6,3280.82100387,4.6,5109,2,5109,2,5109,2
404,gpanza,6,253003,http://nanowrimo.org/participants/gpanza,,,,,,"Austin, TX",Snr. Interactive Marketing,,,50600.6,1686.68666667,1,1,5,5,5,5,5,5,"[2010, 2011, 2012, 2013, 2014]","[2010, 2011, 2012, 2013, 2014]","[2010, 2011, 2012, 2013, 2014]",5,21.2,1546.05503297,220.6,8.4,3387,13.2,761.028109082,20.8,12004,5,12004,5,12004,5
405,Gozonji,6,8068,http://nanowrimo.org/participants/Gozonji,,,,,,"Austin, TX",,,,8068,268.933333333,0,0,0,0,1,0,0,1,[2012],[],[],1,7,1152.57142857,461,7,2661,3,740.623069187,7,8491,5,8491,5,8491,5
406,gale.albright,5,158454,http://nanowrimo.org/participants/gale-albright,,,,,,"Hutto, Texas",,,,31690.8,1056.36,0,0,3,2,5,2,2,5,"[2010, 2011, 2012, 2013, 2014]","[2010, 2012, 2013]","[2012, 2013]",5,10.8,1069.03890909,333.6,7.2,2381.4,14.4,565.342702476,9.2,0,0,0,0,0,0
407,flickguy,11,850804,http://nanowrimo.org/participants/flickguy,,,"Stephen King, Peter David, Terry Goodkind, JK Rowling, DJ MacHale, Tanya","Mostly country, but I like a lot of different styles","Reading, Movies, Acting, Games","Santa Ana, CA",Accounting,,http://www.classy.org/flickguy2015,85080.4,2836.01333333,1,0,10,8,10,6,6,6,"[2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014]","[2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014]","[2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014]",10,11.8,1314.95244444,365.3,4.2,2599.4,9.3,510.398627096,11.1,11807,7,11807,7,11807,7
408,Farrah_Rochon,5,57484,http://nanowrimo.org/participants/Farrah_Rochon,,,,Simply Noise white noise app,"Reading, Football, Broadway, Chocolate","New Orleans, LA",,,,14371,479.033333333,0,1,0,2,4,2,0,4,"[2011, 2012, 2013, 2014]",[],"[2013, 2014]",4,5.25,2033.65,1263.5,4,3287.25,2.75,762.422977033,4.25,3621,1,3621,1,3621,1
409,Evinschmevin,4,0,http://nanowrimo.org/participants/Evinschmevin,,,"To Kill a Mockingbird,",Silence...,"cooking, writing, ignoring my children","Liberty Hill, Texas",Mommy/Writer,,,0,0,0,0,0,0,2,0,0,1,"[2011, 2013]",[],[],2,1,0,0,1,0,1,0,0,1201,2,1201,2,1201,2
410,EvalinaPhoenix,1,592694,http://nanowrimo.org/participants/EvalinaPhoenix,30,,"Alice's Adventures in Wonderland and Through the Looking Glass and What Alice Found There; Nora Roberts, Holly Black, Mercedes Lackey, JK Rowling, Jane Austen, and Jim","Lindsay Sterling, Glenn Miller, and Alanis Morissette","Reading, writing, crocheting, playing tag with my cat, laughing, cooking, baking, and using the Oxford Comma.","Leander, Texas",Craft store wizard,,,74086.75,2469.55833333,1,1,6,1,8,1,4,8,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2008, 2011, 2012, 2013, 2014]",[2014],8,3.375,349.36875,13,1.5,1374.875,3.875,335.616483772,2.5,15133,7,15133,7,15133,7
411,embersshadow,3,82884,http://nanowrimo.org/participants/embersshadow,27,July 19,"Tolkien, Kelly",movie soundtracks,writing,Texas,student,,,41442,1381.4,0,0,1,0,2,0,1,2,"[2013, 2014]",[2013],[],2,21.5,1898.85333334,511,23.5,3635.5,18,696.163996892,20.5,11997,7,11997,7,11997,7
412,solayan,6,318351,http://nanowrimo.org/participants/solayan,,,"Terry Pratchett, Jim Butcher, Connie Willis, C.S. Lewis, J.R.R. Tolkein, Suzanne Martel, Guy Gavriel Kay, Jonathan Stroud, e e cummings,Tom",classical,"reading (audiobooks!), playing with my pet bird, baking, cross stitch, singing, Catholicism (yes, my religion is also a hobby)","Toronto, Ontario, Canada",Admin Assistant,Municipal Liaison,,53058.5,1768.61666667,1,1,6,5,6,4,6,6,"[2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2011, 2012, 2013, 2014]",6,16.6666666667,1448.25641026,291.833333333,9.66666666667,3706.66666667,16.3333333333,739.44814942,16,12701,7,12701,7,12701,7
413,wulfae,3,101169,http://nanowrimo.org/participants/wulfae,,,I'm really enjoying Guy Gavriel,,"sewing, knitting, drawing, videogame-ing, watching TV... etc?","Canada, eh!",animanator,,,50584.5,1686.15,0,1,2,2,2,2,2,2,"[2012, 2013]","[2012, 2013]","[2012, 2013]",2,17,2984.19097222,217,6,6349.5,26,1730.83439898,15,0,0,0,0,0,0
414,WrittenLiving,5,163862,http://nanowrimo.org/participants/WrittenLiving,23,,Diane,Florence & the Machine,,"near Toronto, Canada",,,,32772.4,1092.41333333,0,1,3,1,5,1,3,5,"[2010, 2011, 2012, 2013, 2014]","[2011, 2012, 2013]",[2013],5,18,1135.82209451,94.4,12,3415.4,18.8,760.199270656,17,3925,3,3925,3,3925,3
415,TrudyG,7,439249,http://nanowrimo.org/participants/TrudyG,,May 5,"Magic's Price, Star Sister, Phoenix and Ashes, The Fairy Godmother, The Fire's Stone, Mercedes Lackey, Tanya Huff, the Liaden","Maritime/Celtic Folk Music, SF/Fantasy Filk, Oldies Rock; Heather Dale, Leslie Fish, Heather Alexander/Alexander James; Great Big Sea; Celtic Connection; Gordon Lightfoot; John Denver; The Rankin Family; Echo's Children; Simon & Garfunkel; Mary Black","cats, cross-stitching, computers","St. John's, Nfld/Labr, Canada",,,https://www.classy.org/fundraise?fcid=369091,62749.8571429,2091.66190476,0,1,5,7,7,7,3,7,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2008, 2009, 2010, 2013, 2014]","[2008, 2009, 2010, 2011, 2012, 2013, 2014]",7,11,977.001502783,30.2857142857,4.85714285714,2459.71428571,6.85714285714,734.112532374,9.85714285714,6341,7,6341,7,6341,7
416,Rinjii,7,279892,http://nanowrimo.org/participants/Rinjii,,,"losing faith by daniel blythe, the time traveller's wife by audrey niffenegger, the god of small things by arundhati roy, never let me go by kazuo ishiguro, the wind up bird chronicle by haruki murakami, the preservationist by david maine, good omens by neil gaiman and terry",broken social scene feel good lost,"baking, corrupting the youth of today","Toronto, ON",sex educator,,,39984.5714286,1332.81904762,0,0,2,0,7,0,2,7,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2011, 2012]",[],7,7.14285714286,839.657142857,-29.1428571429,9,1919.71428571,4.28571428571,462.092878047,5.71428571429,4356,3,4356,3,4356,3
417,persekore,4,207049,http://nanowrimo.org/participants/persekore,28,August 28,"Guy Gavriel Kay, Laurie R King, Elizabeth George, Ian Rankin, Brandon Sanderson, Jim Butcher, Jacqueline Carey, Patrick","Marie-Mai, E Nomine, Glee","digital art, walking, audiobooks, PC gaming",Mountain View,Writer,,,41409.8,1380.32666667,0,1,4,3,5,3,4,4,"[2007, 2011, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]","[2012, 2013, 2014]",5,14.6,2452.85733333,-1161.2,11.2,6869.4,15,2046.62922843,13,13338,5,13338,5,13338,5
418,perfectimperfection,3,189038,http://nanowrimo.org/participants/perfectimperfection,,,"Dan Abnett, The Lord Of The Rings, Dune, The Five People That You Meet In Heaven, Stephen Fry's Incomplete And Utter History Of Classical Music, Romance of Three Kingdoms, Ready Player One, Nine Princes In",Apollo Atmospheres and Soundtracks by Brian Eno,"Board Games, Music, Writing, Photography, Acting","Toronto, Canada","Writer, Composer, Game Guru at Snakes & Lattes",,,63012.6666667,2100.42222222,0,1,3,3,3,3,3,3,"[2012, 2013, 2014]","[2012, 2013, 2014]","[2012, 2013, 2014]",3,28,2253.44444445,220,18.3333333333,6377.66666667,6.33333333333,1418.92959881,28,3861,5,3861,5,3861,5
419,mr_caterpillar,7,495051,http://nanowrimo.org/participants/mr_caterpillar,30,September 14,"The Runestaff Quartet, The Count Brass Trilogy, The Swords Trilogy, Orsinian Tales, Nochnoi Dozor, J.G. Ballard, Ursula K. LeGuin, Michael Moorcock, Sergei Lukyanenko, Garth Nix, Angela","Dead Can Dance, movie soundtracks by Hans Zimmer for example, Tangerine Dream, Vangelis, Tr/st, Orbital","chinchilla keeping, quasi-music noises, photography, movies, going to concerts and clubs, exercising at the gym",Toronto,"Writing, editing and transcription specialist.",,,70721.5714286,2357.38571429,1,1,7,6,7,6,7,7,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2010, 2011, 2012, 2013, 2014]",7,15,1559.21296296,105.857142857,10,4089.71428571,15.4285714286,1002.79667747,14,27179,7,27179,7,27179,7
420,Lop,2.25,63680,http://nanowrimo.org/participants/Lop,27,,"Lord of the Rings, Game of Thrones, The Langoliers, Chase The Lightning, Goodnight Moon, Love You Forever, Where The Sidewalk Ends, The","Lord of the Rings soundtrack, The Hobbit soundtrack, Josh Groban.... Whatever relates to my novel at the time","Writing, karaoke, music, playing with my god-birds, hosting EFAD all year long!",Toronto,Reservationist,,,21226.6666667,707.555555556,0,0,0,0,3,0,0,3,"[2012, 2013, 2014]",[],[],3,1,0,0,1,0,1,0,0,0,0,0,0,0,0
421,LadyofPangaea,3,63860,http://nanowrimo.org/participants/LadyofPangaea,27,,"Lord of the Rings, Game of Thrones, The Langoliers, Chase The Lightning, Goodnight Moon, Love You Forever, Where The Sidewalk Ends, The",Whatever makes me think about what I'm writing,"Writing, music, playing with my god-birds, hosting EFAD all year long!",Toronto,Reservationist,,,21286.6666667,709.555555556,0,0,0,1,3,1,0,3,"[2012, 2013, 2014]",[],[2014],3,26,829.171075839,-272.333333333,27,3191.66666667,9.66666666667,702.621998236,25,5432,7,5432,7,5432,7
422,kaluvinar,7,91297,http://nanowrimo.org/participants/kaluvinar,24,,"A Tree Grows in Brooklyn, The Art of Fielding, Ender's Game, Jeffrey Eugenides, Ivan E","Frank Turner, the Forrest Gump soundtrack, Florence + the Machine, the Tragically Hip, Nicki Minaj","music, cooking and baking, drinking coffee, knitting","Muskoka, Ontario",cook,,,22824.25,760.808333333,0,1,1,3,4,2,1,2,"[2009, 2011, 2013, 2014]",[2011],"[2011, 2013, 2014]",4,10,1014.61458333,50,5.75,2978.75,9.25,782.709639548,9.25,900,1,900,1,900,1
423,Hemp Fandango,6,116267,http://nanowrimo.org/participants/Hemp-Fandango,,,,,"drinking, opinion having",Toronto,keeping it,,,58133.5,1937.78333333,1,0,2,0,2,0,2,2,"[2013, 2014]","[2013, 2014]",[],2,26,2247.06888889,926.5,24.5,4012,16,735.117152331,25,12845,7,12845,7,12845,7
424,Coralie,7,926782,http://nanowrimo.org/participants/Coralie,,,"The Fault in Our Stars, Looking for Alaska, Chandas",Silence.,Sleeping and other things that allow me to be living so I can write.,Newfoundland,,,,115847.75,3861.59166667,1,0,7,0,8,0,7,8,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2008, 2009, 2010, 2011, 2012, 2013, 2014]",[],8,11.25,1749.31203008,364,7.375,4124.125,7.625,963.26169143,9.875,11811,5,11811,5,11811,5
425,cleverboot,6,29773,http://nanowrimo.org/participants/cleverboot,,,"Harry Potter, Odd Thomas, The Outsiders, To Kill a Mockingbird, Terry Pratchett, Stephen King, Neil Gaimain, Douglas","Classic rock, instrumental soundtracks, and random pop music that I would otherwise never admit to listening to","Theatre, drawing, reading (a lot), biking, riding the TTC with my mp3 player blaring, trolling the deep, dark recesses of the interwebs","Toronto, ON",Library tech/Retail,,,7443.25,248.108333333,0,0,0,0,4,0,0,4,"[2010, 2011, 2012, 2013]",[],[],4,7,700.979166667,91.25,4,1630.5,7,496.742984102,6,0,0,0,0,0,0
426,Brandon Sanderson,8,94239,http://nanowrimo.org/participants/Brandon-Sanderson,,,,,,Utah,,,,47119.5,1570.65,0,1,0,0,2,0,0,1,"[2005, 2007]",[],[],2,1,0,0,1,0,1,0,0,10883,5,10883,5,10883,5
427,artistflop,4,140328,http://nanowrimo.org/participants/artistflop,,,"JK Rowling, Patrick Rothfuss, George RR Martin, John Green, Diana Gabaldon, Suzanne Collins, Gail Carriger, Jim Butcher, Terry Pratchett, Neil",none,"reading, writing, gaming, music",Canada,cashier,,,35082,1169.4,0,0,2,2,4,2,1,4,"[2011, 2012, 2013, 2014]","[2011, 2013]","[2012, 2013]",4,20.25,1590.72685439,68.75,6,4888.75,15.5,1282.41193215,19.25,3670,5,3670,5,3670,5
428,Applepine,5,299568,http://nanowrimo.org/participants/Applepine,,,"The Lunar Chronicles, Regina Doman, Rick Riordan, C.S. Lewis, J.R.R.",movie soundtracks,"drawing, writing",Behind you!!! Psych.,college student,,,59913.6,1997.12,1,0,5,0,5,0,5,5,"[2010, 2011, 2012, 2013, 2014]","[2010, 2011, 2012, 2013, 2014]",[],5,14.6,2796.87335165,256.8,17.8,7026.8,3.6,1657.66866477,14,13130,7,13130,7,13130,7
429,mrshreffler,4,160342,http://nanowrimo.org/participants/mrshreffler,,,"JK Rowling, Jim Butcher, Terry",Classic Rock,,"Orlando, FL",Teacher,Municipal Liaison,,40085.5,1336.18333333,0,0,3,1,4,1,3,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2013]",[2012],4,23.75,1557.09007024,125.75,13,3744,10,897.416713734,23.5,3943,2,3943,2,3943,2
430,young108west,4,168120,http://nanowrimo.org/participants/young108west,,,"Harry Potter Series, Lightning Thief Series, , John Grisham, Tom Clancey, Dean Koontz, Sir Arthur Conan","The Remus Lupins, The Whomping Willows, Draco and the Malfoy's, Harry and the Potters","Geocaching, Orienteering, Theme Parks","Orlando, Florida",Teacher,,,42030,1401,1,0,3,1,4,1,3,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2013]",[2013],4,21.75,1911.94146825,438.75,5.25,3772.75,17.75,731.943858886,21,8642,4,8642,4,8642,4
431,FelineTheCatHerder,3,121006,http://nanowrimo.org/participants/FelineTheCatHerder,,,,"Ambient, Solo Piano, New Age, Classical... (aka ""music without distracting words"")","Reading (of course!), geekery, cat herding.","Orlando, FL",Geek translator for nongeeks (technical,,,60503,2016.76666667,0,1,2,2,2,2,2,2,"[2012, 2013]","[2012, 2013]","[2012, 2013]",2,28.5,2121.05172414,341,23.5,4394,15,878.573386959,28,6929,3,6929,3,6929,3
432,E M Caines,3,50078,http://nanowrimo.org/participants/E-M-Caines,,,"Lisi Harrison, Ally Carter, Gail Carriger, Rick Riordan, Eoin Colfer, Jenny Lynn Barnes, Sara Shepherd, LS Murphy, Helene Dunbar, Holly","""My Teeny Bopper Station"" on Pandora","running, gardening, reading, writing (not always in that order)",Central Florida,Author. Analyst. Blogger. Mom. (Not in that order.),,,50078,1669.26666667,0,1,1,1,1,1,1,1,[2012],[2012],[2012],1,24,2086.58333333,616,24,3789,1,743.429828378,24,3056,6,3056,6,3056,6
433,caflesch,8,41310,http://nanowrimo.org/participants/caflesch,,,"Cora Carmack, Katie McGarry, Roni Loren, JRR","Keane, the Script, Muse, Movie Soundtracks","Running, History, Movies, Reading, Traveling","Orlando, FL",,,,13770,459,0,0,0,0,3,0,0,3,"[2012, 2013, 2014]",[],[],3,16.3333333333,933.677777777,85.6666666667,6,2526.33333333,2.66666666667,771.212147998,15.6666666667,765,1,765,1,765,1
434,Foreign_Nebula,3,155153,http://nanowrimo.org/participants/Foreign_Nebula,"Inquisition, Elder Scrolls Skyrim, ESO",,"The Pellinor Quartet by Allison Croggon, Matthew Reilly","Soundtrack music scores, particularly Dragon","Writing, reading, sci-fi watching",Sydney,Diploma Trained Childcare Teacher,Municipal Liaison,,51717.6666667,1723.92222222,1,1,3,1,3,1,3,3,"[2012, 2013, 2014]","[2012, 2013, 2014]",[2014],3,18.6666666667,2876.875,436.333333333,9,7178.33333333,26,1859.93830849,16,7600,6,7600,6,7600,6
435,WishfollThinking,1,0,http://nanowrimo.org/participants/WishfollThinking,,,,,,,,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,11200,7,11200,7,11200,7
436,Tiriniel,4,100696,http://nanowrimo.org/participants/Tiriniel,,,,,"Reading, writing, coding","Sydney, Australia",Software,Municipal Liaison,,33565.3333333,1118.84444444,1,1,2,1,3,1,2,2,"[2011, 2013, 2014]","[2013, 2014]",[2014],3,16,1546.22424242,329,8.33333333333,5414.66666667,20.3333333333,1041.95740659,15,10138,7,10138,7,10138,7
437,theladyafterwards,6,30009,http://nanowrimo.org/participants/theladyafterwards,,,,,,"Sydney, Australia",,,,15004.5,500.15,0,0,0,0,2,0,0,2,"[2011, 2012]",[],[],2,8,1391,0,1,3868,16,1174.46304259,5.5,0,0,0,0,0,0
438,Shadow of Malice,3,17093,http://nanowrimo.org/participants/Shadow-of-Malice,21,,"Emily Rodda, Maria V. Snyder, Mathew Reilly and everything",EVERYTHING! MWahahahaha....,"Writing, reading, singing and playing video games.","Sydney, Australia",Admin Assistant and PA,,,8546.5,284.883333333,0,1,0,1,2,1,0,2,"[2013, 2014]",[],[2014],2,4,2353.96666667,1166.5,3,3990,7.5,1216.11546289,3.5,0,4,0,4,0,4
439,Rovine,1,50024,http://nanowrimo.org/participants/Rovine,,,"Terry Pratchett, Neil Gaiman, HP Lovecraft, too many to","Trip hop, new age, down tempo, classical, slow jazz","Singing, drawing, computers, anything but writing (eh?)","Sydney, Australia",IT Coordinator,,,50024,1667.46666667,0,0,1,1,1,1,1,1,[2014],[2014],[2014],1,25,2000.96,0,1,6369,17,1523.44395315,24,0,0,0,0,0,0
440,MarchMagnolia,3,21386,http://nanowrimo.org/participants/MarchMagnolia,,,"Rick Riordan, Janet Evanovich, Lewis Caroll, Harper Lee, Cassandra Clare, Derek Landy, Anthony","Red, In Fear and Faith, Imagine Dragons, Thousand Foot Krutch, Adelitas Way, Breaking Benjamin","Writing, reading, gaming, listening to music, being a lazy shit",Sydney,Junior Admin,,,10693,356.433333333,0,0,0,0,2,0,0,2,"[2013, 2014]",[],[],2,9.5,1180.34615385,65,3,2460,5,722.591033412,7.5,2856,2,2856,2,2856,2
441,Lauren E. Mitchell,12,652888,http://nanowrimo.org/participants/lauren-e-mitchell,32,July 10,Seanan McGuire's Toby Daye series; Mira Grant's Newsflesh trilogy; Jacqueline Carey's Kushiel series; Stephen King's The,"Imagine Dragons, Seanan McGuire, Vienna Teng, Carsie Blanton, Talis Kimberley, Ed Kowalczyk","Reading, creating and consuming transformative works, putting together novel-related music playlists, collecting toy wombats, attacking people with firebats.","Melbourne, Victoria, Australia",Fraud analyst and pending published author.,Municipal Liaison,http://www.classy.org/fundraise?fcid=280118,54407.3333333,1813.57777778,1,1,10,8,12,8,10,12,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]","[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",12,10.25,634.599124248,83.8333333333,7.08333333333,1661.08333333,6.41666666667,386.825592368,9.58333333333,14617,7,14617,7,14617,7
442,Lauralu91,1,50042,http://nanowrimo.org/participants/Lauralu91,,,,Not sure yet,"Reading, walking, procrastinating...","Sydney, Australia",,,,50042,1668.06666667,0,0,1,0,1,0,1,1,[2014],[2014],[],1,15,3336.13333333,194,15,19889,30,4581.61223249,12,0,0,0,0,0,0
443,jdniemand,3,155172,http://nanowrimo.org/participants/jdniemand,,,,,,,,,,51724,1724.13333333,1,0,3,0,3,0,3,3,"[2012, 2013, 2014]","[2012, 2013, 2014]",[],3,30,1724.13333333,743.666666667,18,3803.33333333,27.6666666667,635.628137651,30,11853,7,11853,7,11853,7
444,HyperCaz,2,65082,http://nanowrimo.org/participants/HyperCaz,,,"Douglas Adams, Jim Butcher, Meg Cabot, Tamora",Within Temptation and Lindsey Stirling,"writing, reading, photography, procrastination",Starport Immunity,Starport Immunity Administrator,,,65082,2169.4,1,1,1,1,1,1,1,1,[2013],[2013],[2013],1,13,5006.30769231,-73,26,11116,1,2916.0653782,10,51679,6,51679,6,51679,6
445,Hexigon,4,200607,http://nanowrimo.org/participants/Hexigon,,,,"Chvrches, Purity Ring, Deftones, Seanan McGuire","Games, drawing, writing, sewing, photography, harvesting puppies, cafe hopping",Good ol' Western Sydney,Jaded,,,50151.75,1671.725,1,0,4,0,4,0,4,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]",[],4,21.75,2311.47183795,118.75,16.5,6257.25,17,1561.89940987,19.75,13011,6,13011,6,13011,6
446,gwentheg,0.333333333333,0,http://nanowrimo.org/participants/gwentheg,,,,,,,,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,50,1,50,1,50,1
447,DrachenkralleFantasy,3,154472,http://nanowrimo.org/participants/DrachenkralleFantasy,20,,,,"Writing, reading, riding, listening to some music, ...","Normally Hamburg, Germany. Currently Manly, Sydney, Australia.",,,,51490.6666667,1716.35555556,1,1,3,2,3,2,3,3,"[2012, 2013, 2014]","[2012, 2013, 2014]","[2013, 2014]",3,27.6666666667,1864.59762583,63.6666666667,27.6666666667,5674,18,1395.20865748,27,27768,7,27768,7,27768,7
448,Balladeer,2,101564,http://nanowrimo.org/participants/Balladeer,26,August 23,"Dickens, Pratchett, Austen,",Deathly silence,"Writing music, playing music, Nintendo, reading Internet comics","Camden Town, for now",Finance-ish,Municipal Liaison,,50782,1692.73333333,1,0,8,0,8,0,2,2,"[2013, 2014, 2013, 2014, 2013, 2014, 2013, 2014]","[2013, 2014, 2013, 2014, 2013, 2014, 2013, 2014]",[],4,18,2831.16718266,673,17.5,5399.5,12,1339.2364646,16.5,17477,7,17477,7,17477,7
449,QueenOfTheUniverse,11,550907,http://nanowrimo.org/participants/QueenOfTheUniverse,,,"Joseph Hansen, Jordan Castillo Price, Josh Lanyon, Brian Jacques, Dean Koontz, Jocelyn Drake, Ginn Hale, Alex Beecroft, Aleksandr Voinov, Gina Damico, Michael and Kathleen","Swan Lake performed by BSO, Scottish Folk, David Garrett",I read and I knit and that's it.,Massachusetts,Too busy reading. Come back later.,Municipal Liaison,,50082.4545455,1669.41515152,1,1,11,2,11,2,11,11,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2008]",11,5.27272727273,1468.01774892,0,1,4139.18181818,9.72727272727,1147.20898443,2.81818181818,7400,5,7400,5,7400,5
450,Vashtan,1,116216,http://nanowrimo.org/participants/Vashtan,40,May 4,,,"History, research, meeting writers",Greater London,"Editor, coach,",,,58108,1936.93333333,0,0,1,1,2,1,1,1,"[2007, 2014]",[2007],[2014],2,9.5,1330.94444445,369,1,2650,13.5,651.89458693,8.5,5595,2,5595,2,5595,2
451,tkphotog,11,552953,http://nanowrimo.org/participants/tkphotog,,September 6,"The Winds of War + War and Remembrance - Herman Wouk | The Red Hat Club series - Haywood Smith | Abe Gilman's Ending - Glenn Frank | Gone with the Wind - Margaret Mitchell | Cain and Abel + The Prodigal Daughter - Jeffrey Archer | Airport - Arthur Hailey | Space - James A. Michener | The Right Stuff - Tom Wolfe | Any of the Jeeves & Wooster series - P.G. Wodehouse, Herman Wouk | Haywood Smith | Glenn Frank | Margaret Mitchell | Jeffrey Archer | Arthur Hailey | James A. Michener | Tom Wolfe | P.G. Wodehouse | Dale Brown | Tom","Silence, or something low-key.","Aircraft, Graphology, History, Journalism, Photography, Real Estate, Urbanism","Boston, MA",Photographer • Concierge • Dilettante,Municipal Liaison,,50268.4545455,1675.61515152,1,1,11,8,11,5,11,11,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2006, 2007, 2008, 2010, 2011, 2012, 2013, 2014]",11,9,798.341068024,143,6.36363636364,1393.81818182,10.1818181818,317.762489443,7.90909090909,7674,7,7674,7,7674,7
452,SocioTom,8,343620,http://nanowrimo.org/participants/SocioTom,31,,"Discworld, Dresden Files, Hitchhiker's Guide, Dirk Gently, Philip K Dick, The D'Artagnan Romances, so on and so forth. ""Favorite"" is kind of a loaded","So much music. Just so, so much.","Being a giant, unabashed nerd. Also, reading and drinking beer. Sometimes at the same time!","Somerville, Massachusetts",Fake librarian,,,42952.5,1431.75,0,1,6,7,8,4,6,8,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2008, 2009, 2010, 2011, 2012]","[2007, 2008, 2009, 2010, 2012, 2013, 2014]",8,7.875,1176.32373512,168.375,6.625,3311.5,9.75,874.611037183,5.875,0,0,0,0,0,0
453,Kaje Harper,4,225017,http://nanowrimo.org/participants/Kaje-Harper,,,see my Goodreads favorites shelf - a long,,"Art, skating","Minneapolis, MN",author/ biomed,,,56254.25,1875.14166667,1,0,2,0,4,0,2,4,"[2011, 2012, 2013, 2014]","[2011, 2012]",[],4,15,3582.21468736,558.25,4.25,13038.5,23.25,3179.80489495,13,0,0,0,0,0,0
454,EmpressRiz,6,42107,http://nanowrimo.org/participants/EmpressRiz,,,"Terry Pratchett, Stephen King, J.K. Rowling, Jim Butcher,",'pends on the mood,"Crafting, reading, costuming, theatre, whatever","Medford, MA, USA",Mad Culinary Scientist & Purveyor of Tea,,,10526.75,350.891666667,0,1,0,0,4,0,0,4,"[2011, 2012, 2013, 2014]",[],[],4,4.5,2276.20178571,0,1,5370.25,13,2013.46782226,0.5,0,0,0,0,0,0
455,DevB,4,364272,http://nanowrimo.org/participants/DevB,,,"Josh Lanyon, Harper Fox, ZAMaxfield,",Silence,I'm hard pressed for hobby time but I do love my yoga,Northern WI,Science prof and sexy novel writer,,,52038.8571429,1734.62857143,1,1,6,3,7,2,5,7,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2008, 2009, 2010, 2011, 2012, 2014]","[2011, 2012, 2014]",7,12.7142857143,1080.64954934,135.142857143,10.4285714286,2313.57142857,10.1428571429,578.730746836,12,13052,7,13052,7,13052,7
456,corgilord,0.166666666667,0,http://nanowrimo.org/participants/corgilord,,December 19,,,"petting dogs, drawing, reading",Hungary,homeschooled artist,,,,,1,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,12875,7,12875,7,12875,7
